"simulation","cetacean_area","non_cetacean_area","overlap_area","area_ratio"
186,219.300886347394,823.36983828088,133.322003651551,0.266345542612143
187,173.217343461017,486.402230502474,138.704427515592,0.356119550031825
188,271.16537166057,736.837087848713,267.194850766174,0.36801265317992
189,150.010936314053,626.460980760369,134.908070939674,0.239457749039656
190,197.674071594302,589.687805668663,194.401501216895,0.335218177642581
191,325.853744129187,522.607655918216,209.705607972409,0.623515060369074
192,271.399407035642,584.375333760586,179.762555324075,0.464426527535182
193,353.030610148436,770.349564460437,0,0.458273265067272
194,651.285850555911,1026.11124695128,334.399575303443,0.634712710235829
195,133.208811996933,594.29299585213,81.2701796789388,0.224146696876228
196,730.043428333541,724.101207267051,411.691986357983,1.00820634050441
197,192.58228091046,564.148868321279,151.951318319537,0.341367840519686
198,273.603649149468,682.010001595164,61.9113406810701,0.401172487954035
199,235.510671673686,458.440721857033,216.019637538578,0.513721099468845
200,189.641367832056,911.263761113589,189.641367832056,0.208108097704126
201,282.415033415541,646.571574695762,175.835333105702,0.436788507982939
202,508.822199931688,543.44701511623,389.994991011882,0.93628667704222
203,970.029949966398,885.356899643659,478.979517764005,1.09563719484969
204,238.880258520901,1151.34975894242,197.339182085723,0.207478445768145
205,544.871137618317,976.198070777471,491.938960149744,0.558156335203947
206,445.756083573141,679.867257317315,257.170927926611,0.655651641957354
207,715.673613595229,910.96655764399,353.332934167802,0.785620073086061
208,220.72184379834,451.762061766756,197.94653495703,0.488579857580644
209,624.744780015547,767.276569090657,544.712055277676,0.814236750062584
210,578.232312001154,745.190905990402,438.338270162181,0.775951916955628
211,469.482021416629,746.287725547956,410.650571598299,0.629089834047471
212,155.154987667782,788.545424026271,30.5900798111545,0.196761001890758
213,276.539832703978,716.274261751766,250.933889063284,0.386080929430096
214,267.330648639192,1120.95167970706,217.058396353356,0.238485434723693
215,257.644728087912,333.422146141316,44.0621658190182,0.772728299753409
216,490.449003002143,1067.61273398941,469.290095183643,0.45938849115208
217,230.332349105475,776.296357914098,230.332349105475,0.296706723865582
218,549.659216855288,872.155676793415,285.276728006398,0.630230624509808
219,94.0122167914829,622.982157731997,93.0280794972467,0.150906756517297
220,238.3904332262,598.898692478382,55.7419420316144,0.398048010824142
221,83.6087761111361,705.891913445003,32.9430013409387,0.118444161944136
222,214.955661318162,475.438376012756,61.7518336881503,0.452120973323355
223,161.609258725672,548.805965972236,74.2377489332412,0.294474311042472
224,260.79935639328,1688.11684896563,233.106308757909,0.154491293984229
225,712.620535788052,939.448596366895,508.450439389214,0.758551919225757
226,182.184659846398,659.667768798743,178.925503043721,0.276176385240341
227,264.284258249339,496.342181934533,206.186836186993,0.532463828118073
228,123.297291075647,681.631875375393,123.297291075647,0.180885453761598
229,217.058752741298,749.809182487046,19.3889237743464,0.289485322147343
230,190.140564942158,492.608356155471,114.814981872066,0.385987291052263
231,556.25887528699,834.544716018316,350.606468207207,0.666541725817819
232,130.992198259701,466.001882350632,113.228017087973,0.281098002434975
233,221.425817727442,418.083853131606,185.054947137444,0.529620591823576
234,381.9331030211,560.274467430358,257.168382695806,0.68168928841751
235,371.459747718626,705.76283814535,251.004692439323,0.526323755859365
236,220.856212657466,538.052182030695,184.235500184587,0.410473593516375
237,698.913770286507,638.993149507871,568.208093290544,1.09377349479378
238,224.167573789779,755.052003093684,220.985984061517,0.296890244474942
239,183.656444340222,441.966388119772,97.2889722783539,0.415543917539835
240,246.56498589017,529.210446264182,225.275691807255,0.465911033371938
241,756.608184741479,1442.74075288604,399.920256350567,0.524424213586517
242,304.530796971792,725.220627304348,262.782341430705,0.419914692862138
243,388.407983946476,618.61447707725,352.618836572835,0.627867594986745
244,197.004809973952,510.641187588663,149.028990873327,0.385798902952273
245,240.403104865539,555.683814630927,158.848812749416,0.432625710045576
246,343.096334751692,625.933110671863,327.851180603691,0.54813578144703
247,202.74865109219,319.064328193856,179.808624510608,0.635447567078087
248,652.468888134606,1127.78302313971,507.535209843213,0.578541150866197
249,195.225720062855,414.838410017141,117.59617915024,0.470606663579653
250,387.279044716739,729.274209671419,329.627420917705,0.531047224186401
251,310.702339495589,810.90164783842,274.317358219501,0.383156626113429
252,184.275064991073,326.520585098365,71.7310665811921,0.564359716970247
253,104.405605901032,595.425112073042,104.405605901032,0.175346326152641
254,540.711864421758,856.855774398355,368.415123928778,0.631041863260384
255,111.32405666145,860.056596799682,111.32405666145,0.129438059164586
256,377.880921164776,622.984858237643,227.283995043907,0.606565177577125
257,119.004499863869,393.652634454996,74.6214274661681,0.30230840453698
258,337.682615425966,617.734114569171,141.710778020405,0.546647186000853
259,147.946248264155,632.25838133291,145.89033440813,0.233996499899706
260,185.4099760733,590.637277239913,147.644642786673,0.31391512730069
261,204.133304724962,540.059363417761,176.939896393241,0.377983085846538
262,275.890955473907,937.744932639231,202.929318589273,0.294206820928829
263,241.468132859875,743.861622202538,241.468132859875,0.324614317572803
264,367.885398445183,895.267729946044,267.925052616643,0.41092221481875
265,321.054399705624,467.363468238825,261.129011196388,0.68694799984145
266,286.338054343087,548.440426833743,237.069231767823,0.522095090612073
267,227.24885300626,762.824253197448,226.562989589467,0.29790459867227
268,176.549260441711,501.437403182304,143.671137260919,0.352086340829913
269,1047.90965352835,994.361417286868,402.477974300935,1.05385188454675
270,194.349292384925,568.825322214145,177.752278675295,0.341667792897163
271,461.646246352798,878.542502836219,342.062128011903,0.525468312417959
272,298.039430766275,617.151618389178,239.536663960053,0.482927406954203
273,388.493288897577,770.151150142826,343.263679038445,0.504437718265473
274,1134.85245040845,717.655177947976,533.091820284702,1.58133388468454
275,344.513939662103,820.671001087944,275.749842835366,0.419795434717919
276,779.709586307815,1370.38663832933,436.03152446678,0.568970511313783
277,230.926549764861,619.370973758126,226.662636243694,0.372840445466276
278,475.95957554952,732.589658762346,445.971832700379,0.649694641272466
279,168.354923952268,395.89674737865,143.658637079849,0.425249575974028
280,329.841634840782,924.635177094718,306.889289032149,0.356726245130725
281,605.585176775679,732.237807609505,285.472159713453,0.82703347257184
282,144.795339658848,762.517216905822,97.6390506869845,0.189891239762959
283,406.366538746159,640.489602875639,397.570571800805,0.634462350242182
284,182.65397676082,558.318807243494,164.840390874637,0.327149962335338
285,375.982488743744,878.44632669685,223.105736014833,0.428008493310593
286,752.310937522354,977.784100929875,537.12186778904,0.769403937747509
287,196.33705712734,932.146378734862,196.33705712734,0.210628997340327
288,477.616922826233,881.517430116987,348.817910599171,0.541812227992869
289,182.17598129068,517.552083897305,158.229515730895,0.351995455063858
290,458.049892583903,384.117049568332,227.77441386944,1.19247477584933
291,266.63717244968,734.655608692456,211.28417186284,0.362941723026171
292,598.378400661126,1002.00076767272,585.403296399269,0.597183575069449
293,224.890895318428,849.594709316184,190.845022491565,0.264703737973411
294,248.727972677273,457.791115653895,206.943585211523,0.543321974088547
295,230.014965263048,941.682947990288,168.939094458241,0.24425945670349
296,177.538687452688,613.391735634321,177.538687452688,0.289437690693846
297,479.120262966817,1112.01365340245,408.270623148476,0.430858255652564
298,148.043132169828,457.193116036541,73.5193771717006,0.323808751656698
299,156.412310623656,455.625242775546,121.766180182437,0.34329158250942
300,392.938032646691,705.763437304912,323.495662672379,0.556756006158661
301,139.453970583942,546.281444005449,112.957593902599,0.255278615289284
302,377.231686615032,516.544001899184,303.228285876298,0.730299229548808
303,235.997909613206,464.328431618092,198.017228829651,0.50825642700965
304,462.256781634668,824.655964098965,425.834341654335,0.5605450051401
305,227.635176994184,461.130379400721,64.9515945505333,0.493646021088472
306,246.84157468397,704.201858601002,229.738752514825,0.350526729898663
307,466.854793692293,777.776606852934,329.071434760867,0.600242781254757
308,272.251775571969,467.947106319666,253.33337784699,0.581800318658211
309,289.185117013275,556.447955386709,289.185117013275,0.519698408833766
310,148.004615143213,635.401616272995,148.004615143213,0.232930813130988
311,556.061971738088,1311.1419695949,303.685796102879,0.424105081397016
312,112.095002690855,946.305569000193,112.095002690855,0.118455397878813
313,641.041860418263,1013.99021915982,358.130745981057,0.632197281892344
314,236.643452555003,808.189955156415,236.643452555003,0.292806723277331
315,191.93064111933,675.965738870116,152.412760794833,0.283935457202526
316,75.654159316974,607.379465109463,75.654159316974,0.12455830936487
317,264.823619949614,844.881289719352,229.28313880833,0.313444768125451
318,268.380666794674,728.005619837951,259.331938574781,0.368651916250885
319,213.618611911004,518.104748754904,206.684054687384,0.412307766767949
320,314.355969467864,653.793254580549,227.467625364307,0.480818618524206
321,462.778125396407,808.192903240177,218.65426291899,0.572608499209847
322,212.114283103483,791.403108181125,212.114283103483,0.268023060448908
323,324.326962415522,662.752740498366,310.790378796502,0.489363442196618
324,251.943803090533,555.118554803683,251.943803090533,0.453855849188167
325,147.825775998074,586.813949723006,147.825160491309,0.251912511738776
326,603.966798523654,826.409917405523,289.48736575065,0.730831982776515
327,364.86268209004,912.425226273868,239.525175246744,0.399882282496786
328,524.923087046128,587.757202101458,367.151640665293,0.893095116774965
329,399.882873022586,953.445755750671,374.866439304693,0.419408100157464
330,407.148451098753,946.639253484524,95.9585736894348,0.430098846630396
331,380.059002397255,507.260308905077,250.379499614173,0.749238597472003
332,238.568356616058,1356.42058623548,236.375056487432,0.175880813839729
333,314.835164454154,470.402881744402,240.187772545112,0.669288341275985
334,283.253250307548,716.717669583475,209.322316193672,0.395208967670857
335,854.92373713503,957.041266591756,692.171343902428,0.893298718643147
336,292.252552151917,486.337687081497,176.611125019302,0.600925159441619
337,380.74253334576,715.238152905237,344.724909992462,0.532329730732646
338,630.706136576184,939.596761750489,526.949666308366,0.671251926625593
339,238.799964362332,887.55998268954,238.799964362332,0.269052198183503
340,473.541939572172,832.862039981755,406.041388422782,0.568571884465458
341,450.926298836585,970.593713865123,325.224556568645,0.464588109726051
342,291.784234208971,451.405004039547,79.1241909782707,0.646391226499139
343,130.931468998906,756.685181908677,130.931468998906,0.173032949672203
344,645.020659874586,771.556345698195,501.251840499554,0.835999423076348
345,281.445022081456,643.043840860055,247.285164968869,0.437676258130442
346,362.108951386875,619.217166601455,324.999250585618,0.584785065592244
347,493.79554544357,721.2640218083,378.483033856829,0.684625228089933
348,182.759844478738,766.994446681143,162.888447561208,0.238280531586058
349,78.5479986272266,415.033922906082,78.5479986272266,0.189256815629023
350,296.961719384062,1083.16253576853,129.215379225764,0.274161734345215
351,290.212057586846,537.877399077488,181.149580091408,0.539550570603241
352,532.15716822896,1434.09764579453,479.067473351477,0.371074570681782
353,232.032488587238,713.306096003226,183.568584415267,0.325291610274124
354,81.4427143305483,578.353992683375,81.4427143305483,0.140818106835712
355,255.895529594511,654.818319566504,186.899926035434,0.390788592725867
356,639.76129572835,1206.58996134421,367.896909110122,0.530222624275459
357,325.486364958387,1002.4920324765,254.604153783713,0.324677258685361
358,245.108755266252,612.190325564128,139.233513569197,0.400379988103187
359,306.249868308348,996.427978943328,239.349383331296,0.307347720838904
360,234.070912605117,675.295254060717,194.895326153027,0.346620106090766
361,288.780262439089,389.181400414756,228.904554852402,0.742019690898207
362,286.232232860678,573.561458341036,177.371436715415,0.499043700894013
363,426.13441906923,929.78793510955,341.737826497788,0.458313560520681
364,343.350365901853,595.154219328022,154.056601834913,0.576909907972297
365,257.287326916304,958.350557640255,139.254598869286,0.268468907191772
366,275.276341895083,831.561452374785,140.976516480593,0.331035476823685
367,398.246202734981,881.767293299955,320.154142459636,0.451645469004153
368,174.104127892024,815.785957940323,135.188935229409,0.213418882977096
369,384.632127984359,614.967718708395,269.21873993346,0.625450924143131
370,424.372529453956,740.12641766105,390.975865274031,0.573378438233646
371,205.741644659802,676.67151817157,205.741644659802,0.304049511668136
372,98.4779275811266,444.366885033998,98.4779275811266,0.221614010624559
373,276.258055224251,980.217122297893,198.289935080493,0.28183353355084
374,275.188200784878,493.767046694421,225.492599509626,0.557323949881137
375,391.091605937304,652.568697125453,313.578956070871,0.599311011484388
376,214.853175643366,318.861141884157,89.5325793286243,0.673814232658751
377,466.978296862574,880.303174196489,85.5624979181416,0.530474398537545
378,900.335621835557,807.333509527909,641.779634471717,1.11519664576047
379,488.233297753053,814.387225058625,429.975953218076,0.599510015297583
380,619.66522711947,601.637019659517,351.572676273868,1.02996525624396
381,270.561177682492,494.003894147025,238.625122770519,0.547690374282693
382,195.413407185677,887.232290747997,169.311886928747,0.220250558082067
383,261.89793501275,583.053663166331,260.304061122971,0.449183242568938
384,297.273541136949,801.784244639043,28.945303600432,0.370765007075912
385,331.566249726793,544.769702466925,216.10181075094,0.608635627541941
386,459.312262917817,432.02636785044,278.308274899758,1.06315793918584
387,297.581959799028,669.049041070472,218.655929111757,0.44478347853679
388,315.837323061503,906.568383013891,226.344339312661,0.348387754282253
389,320.475849814585,652.152596046324,267.316033815837,0.491412365384222
390,329.40419395861,354.645534685508,207.473334586066,0.928826565519056
391,172.453943637329,764.169835909613,170.512016196663,0.225674889970044
392,107.460140673942,564.364793331793,12.2563248089125,0.190409008399582
393,164.324005324461,353.653225828453,96.503036260637,0.464647268350296
394,708.378445380621,1315.65444816814,562.001658001711,0.538422871117058
395,225.140184230028,562.901224002204,154.873731122785,0.399963927293124
396,519.302819848928,699.303326898716,364.770353246489,0.742600242089427
397,202.915065931068,640.075044957732,155.75271166187,0.317017617745851
398,444.076352074846,770.522196247816,299.251913078842,0.576331680303758
399,541.661834209408,904.647553443079,320.08144773085,0.598754544958253
400,298.938356089174,831.568075409518,241.738628209293,0.359487533166732
401,210.022749600212,355.812968218989,149.751465597056,0.590261649684874
402,362.115758541957,515.979731656808,209.266875365246,0.701802292464485
403,197.015037530928,665.97929493349,173.277253308216,0.295827571562271
404,275.435846852243,310.823642052184,215.789802843398,0.88614831559692
405,349.147170441489,633.865529669995,214.624888664037,0.550822144601022
406,223.335902584551,862.633146623903,197.094564233626,0.258900209734141
407,565.256837057214,1030.72165756125,460.772224729737,0.548408809410919
408,700.153048111748,1173.62571779225,556.953955546819,0.596572687098944
409,215.755194678649,419.841477683529,94.6660701707157,0.513896806644918
410,461.41616136236,517.909739713639,241.66997802577,0.890920031002863
411,233.745594594705,727.761743766981,214.857844462205,0.32118422903739
412,501.424489577032,697.69086696723,445.879853480497,0.718691491199617
413,156.173689532116,593.069168843076,122.646149353259,0.263331324129984
414,171.82777833996,570.525892895277,171.82777833996,0.301174373467918
415,575.855266157699,743.677644129949,364.630052735126,0.774334512679092
416,254.698150520767,698.322010286443,106.268179928631,0.364728802427827
417,159.942366720331,692.26462130988,155.457304753469,0.231042237024468
418,164.995906774419,495.550251360909,31.1077639987893,0.332954945177199
419,310.479895078486,397.650515151756,259.651070185972,0.780785849001093
420,355.202022312681,769.372755722576,161.162530432173,0.461677411463685
421,219.175768659049,483.045418020459,188.31117714805,0.45373739297071
422,318.142415478837,472.694493432265,184.631650061606,0.673040240364944
423,451.209097301853,598.839490934353,209.984620544236,0.753472514976998
424,300.395121060011,753.888861195323,189.235096518125,0.398460750015223
425,300.481403346506,751.409975583627,294.235419128462,0.399890090776502
426,449.079068295328,1109.45724321262,284.283079792234,0.404773659411105
427,599.882171013862,547.075278723001,412.542546593731,1.09652582440597
428,171.487375527486,495.526105103885,0,0.346071324519895
429,678.577925565267,612.575315163843,416.746725901044,1.10774611507774
430,272.796625678703,731.899687863648,171.266472916808,0.37272406342319
431,206.02747108143,361.224947756818,169.333219408478,0.570357812661739
432,418.332018954542,812.515541335085,266.241763162756,0.514860329030949
433,498.424907950228,632.941533730289,189.875174989203,0.78747385246268
434,233.815707720033,653.296322355687,215.004039069214,0.357901460208638
435,508.137464006003,645.081689758486,274.60877437322,0.787710257589618
436,330.62501954677,928.279628058938,153.495938080103,0.356169638493648
437,288.020711135355,790.297357370149,55.0399200990163,0.36444600054566
438,448.563712772683,1111.11683790869,424.926938555783,0.403705260750936
439,213.069259165363,662.376697317218,172.681845543053,0.321673845152379
440,732.807025930495,959.28509118157,418.569912150486,0.763909532908389
441,135.49688497271,478.885384137091,88.0112189558432,0.282942201748052
442,152.006195430429,500.95097332809,128.843692469343,0.303435273157709
443,502.801477999739,683.508802736308,357.363699602444,0.735618145643276
444,507.824178243082,777.053236621177,281.786342586807,0.65352559427103
445,285.966880830942,668.861664114636,188.33223911981,0.427542638744999
